ID,town,dwc:county,dwc:stateProvince,stateISO2,dwc:decimalLatitude,dwc:decimalLongitude,dwc:coordinateUncertaintyInMeters,polygonType,dwc:georeferenceRemarks,dwc:georeferencedBy,dwc:georeferenceSources,dwc:geodeticDatum,modificationDate
64,Dartmouth,Bristol,Massachusetts,MA,41.6145345771073,-70.994837524092,13510.1499643936,convex hull,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"Community Boundaries (Towns) from Survey Points (Polygons) vector digital data (TOWNSSURVEY_POLY.shp, http://www.mass.gov/itd/townsurvey), 2012-11-05; MassGIS, Commonwealth of Massachusetts.",WGS84,03/25/2015 21:11:46
65,Dedham,Norfolk,Massachusetts,MA,42.2473705265157,-71.1765331815722,4960.13447276985,convex hull,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"Community Boundaries (Towns) from Survey Points (Polygons) vector digital data (TOWNSSURVEY_POLY.shp, http://www.mass.gov/itd/townsurvey), 2012-11-05; MassGIS, Commonwealth of Massachusetts.",WGS84,03/25/2015 21:11:46
66,Deer Isle,Hancock,Maine,ME,44.2289536702444,-68.680527805683,12630.5808583429,convex hull,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
67,Dennis,Barnstable,Massachusetts,MA,41.7047364586152,-70.1701259225411,7331.21588906838,convex hull,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"Community Boundaries (Towns) from Survey Points (Polygons) vector digital data (TOWNSSURVEY_POLY.shp, http://www.mass.gov/itd/townsurvey), 2012-11-05; MassGIS, Commonwealth of Massachusetts.",WGS84,03/25/2015 21:11:46
68,Dracut,Middlesex,Massachusetts,MA,42.6859114888116,-71.3029868585231,6854.24931954682,convex hull,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"Community Boundaries (Towns) from Survey Points (Polygons) vector digital data (TOWNSSURVEY_POLY.shp, http://www.mass.gov/itd/townsurvey), 2012-11-05; MassGIS, Commonwealth of Massachusetts.",WGS84,03/25/2015 21:11:46
69,Dresden,Lincoln,Maine,ME,44.0789407225583,-69.7407181279596,8003.9694169932,convex hull,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
70,Duxbury,Plymouth,Massachusetts,MA,42.0444202716558,-70.702196179014,8478.35010562075,convex hull,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"Community Boundaries (Towns) from Survey Points (Polygons) vector digital data (TOWNSSURVEY_POLY.shp, http://www.mass.gov/itd/townsurvey), 2012-11-05; MassGIS, Commonwealth of Massachusetts.",WGS84,03/25/2015 21:11:46
71,East Bridgewater,Plymouth,Massachusetts,MA,42.0349371449412,-70.9417252080667,5556.17617472722,convex hull,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"Community Boundaries (Towns) from Survey Points (Polygons) vector digital data (TOWNSSURVEY_POLY.shp, http://www.mass.gov/itd/townsurvey), 2012-11-05; MassGIS, Commonwealth of Massachusetts.",WGS84,03/25/2015 21:11:46
72,Eastham,Barnstable,Massachusetts,MA,41.8382896486841,-69.9780206725209,5306.27991638181,convex hull,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"Community Boundaries (Towns) from Survey Points (Polygons) vector digital data (TOWNSSURVEY_POLY.shp, http://www.mass.gov/itd/townsurvey), 2012-11-05; MassGIS, Commonwealth of Massachusetts.",WGS84,03/25/2015 21:11:46
73,East Haven,New Haven,Connecticut,CT,41.2973588308027,-72.8568090929371,8059.37842542735,convex hull,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"Connecticut Town Boundary vector digital data (CONNECTICUT_TOWN_BOUNDARY.shp), 2005 edition; State of Connecticut, Department of Environmental Protection, Hartford, CT (http://www.ct.gov/deep).",WGS84,03/25/2015 21:11:46
74,East Lyme,New London,Connecticut,CT,41.3611557736853,-72.2326593964383,9539.12138686418,convex hull,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"Connecticut Town Boundary vector digital data (CONNECTICUT_TOWN_BOUNDARY.shp), 2005 edition; State of Connecticut, Department of Environmental Protection, Hartford, CT (http://www.ct.gov/deep).",WGS84,03/25/2015 21:11:46
75,East Machias,Washington,Maine,ME,44.7755872922738,-67.4225293575289,8806.0669762431,convex hull,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
76,Eastport,Washington,Maine,ME,44.9133112386922,-67.0145880418016,4810.26146185736,convex hull,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
77,East Providence,Providence,Rhode Island,RI,41.8061734056774,-71.3548761229523,6814.85354474379,convex hull,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"Municipalities; s44btp88 vector digital data, 1989-07; RIGIS, Providence, Rhode Island (http://www.edc.uri.edu/rigis).",WGS84,03/25/2015 21:11:46
78,Edgartown,Dukes,Massachusetts,MA,41.3847122214333,-70.52841749305,7939.03846496997,convex hull,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"Community Boundaries (Towns) from Survey Points (Polygons) vector digital data (TOWNSSURVEY_POLY.shp, http://www.mass.gov/itd/townsurvey), 2012-11-05; MassGIS, Commonwealth of Massachusetts.",WGS84,03/25/2015 21:11:46
79,Edgecomb,Lincoln,Maine,ME,43.9670120163411,-69.6239077412681,5864.854604992,convex hull,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
80,Edmunds Twp,Washington,Maine,ME,44.8613884172683,-67.2229744495933,9292.13762722633,convex hull,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
81,Eliot,York,Maine,ME,43.1491871284,-70.7821817120384,6076.03154661361,convex hull,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
82,Ellsworth,Hancock,Maine,ME,44.5809778888825,-68.4925513451172,13520.8423314225,convex hull,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
83,Essex,Essex,Massachusetts,MA,42.6338094322066,-70.7754973334683,4757.01508366941,convex hull,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"Community Boundaries (Towns) from Survey Points (Polygons) vector digital data (TOWNSSURVEY_POLY.shp, http://www.mass.gov/itd/townsurvey), 2012-11-05; MassGIS, Commonwealth of Massachusetts.",WGS84,03/25/2015 21:11:46
84,Everett,Middlesex,Massachusetts,MA,42.4070929939734,-71.0546974163068,2893.87882982116,convex hull,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"Community Boundaries (Towns) from Survey Points (Polygons) vector digital data (TOWNSSURVEY_POLY.shp, http://www.mass.gov/itd/townsurvey), 2012-11-05; MassGIS, Commonwealth of Massachusetts.",WGS84,03/25/2015 21:11:46
85,Fairfield,Fairfield,Connecticut,CT,41.1783513327741,-73.2746262859911,6788.86002905048,convex hull,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"Connecticut Town Boundary vector digital data (CONNECTICUT_TOWN_BOUNDARY.shp), 2005 edition; State of Connecticut, Department of Environmental Protection, Hartford, CT (http://www.ct.gov/deep).",WGS84,03/25/2015 21:11:46
86,Fairhaven,Bristol,Massachusetts,MA,41.6285060759751,-70.8670864372337,6366.71486408521,convex hull,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"Community Boundaries (Towns) from Survey Points (Polygons) vector digital data (TOWNSSURVEY_POLY.shp, http://www.mass.gov/itd/townsurvey), 2012-11-05; MassGIS, Commonwealth of Massachusetts.",WGS84,03/25/2015 21:11:46
87,Falmouth,Cumberland,Maine,ME,43.7433757181487,-70.2782538442238,9103.86523915628,convex hull,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
88,Falmouth,Barnstable,Massachusetts,MA,41.5856484480557,-70.5987387906876,10187.4792257966,convex hull,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"Community Boundaries (Towns) from Survey Points (Polygons) vector digital data (TOWNSSURVEY_POLY.shp, http://www.mass.gov/itd/townsurvey), 2012-11-05; MassGIS, Commonwealth of Massachusetts.",WGS84,03/25/2015 21:11:46
89,Farmingdale,Kennebec,Maine,ME,44.2582060147918,-69.8225077235392,4837.65957247394,convex hull,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
90,Franklin,Hancock,Maine,ME,44.6013098696861,-68.2321956421103,7446.56486022878,convex hull,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
91,Freeport,Cumberland,Maine,ME,43.8487016950832,-70.0961654698651,9270.22475561094,convex hull,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
92,Frenchboro,Hancock,Maine,ME,44.164736032035,-68.3557837735392,12328.1505257548,convex hull,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
93,Friendship,Knox,Maine,ME,43.9771274850398,-69.3355306414384,11544.6556961539,convex hull,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
94,Gardiner,Kennebec,Maine,ME,44.1926476538611,-69.7954711038239,5507.05373317639,convex hull,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
95,Georgetown,Sagadahoc,Maine,ME,43.8044560049541,-69.7442749218419,11250.5550523091,convex hull,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
96,Gloucester,Essex,Massachusetts,MA,42.6275404712652,-70.6849151792804,7640.38446659573,convex hull,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"Community Boundaries (Towns) from Survey Points (Polygons) vector digital data (TOWNSSURVEY_POLY.shp, http://www.mass.gov/itd/townsurvey), 2012-11-05; MassGIS, Commonwealth of Massachusetts.",WGS84,03/25/2015 21:11:46
